INST_TYPE,CERT,NAME,CITY,STALP,ZIP,ADDRESS,asset_band,asset_musd,n_signals,score,signals,NW_RATIO,NW_RATIO_pct,DELINQ,NCO,LOAN_TO_SHARE,ROA,ROA_pct,EXP_RATIO,MEMBERS,asset_growth_yoy
Credit Union,24557,Webster First,Worcester,MA,01607-1733,"271 Greenwood St, P O Box 70505",$1B-$3B,1527.8,3,20,excess_capital; funding_liquidity; capital_building,19.664,0.981,0.405,0.106,125.488,3.524,0.965,4.793,85320,0.018
Credit Union,68681,Amplify,Austin,TX,78708,Po Box 85300,$1B-$3B,1260.1,3,20,funding_liquidity; weak_profitability; capital_building,10.842,0.497,0.705,0.123,102.328,-0.168,0.019,6.963,45844,0.004
Credit Union,24959,Harvard,Cambridge,MA,02138-5019,104 Mount Auburn St Ste4,$1B-$3B,1236.3,2,15,funding_liquidity; weak_profitability,8.81,0.084,1.13,0.88,109.09,0.563,0.1,5.744,59763,0.016
Credit Union,7608,Oceanair,Oxnard,CA,93036,2151 E. Gonzales Rd.,$250M-$1B,882.5,2,15,funding_liquidity; weak_profitability,7.436,0.025,0.478,0.377,109.2,0.241,0.068,6.518,26847,0.014
Credit Union,67541,Liberty Bay,Braintree,MA,02184-3909,300 Granite St Fl 3,$250M-$1B,827.4,2,15,excess_capital; funding_liquidity,15.063,0.925,0.24,0.074,108.923,1.068,0.346,4.893,21624,0.019
Credit Union,65861,The Peoples,Middletown,RI,02842,858 W Main Rd,$250M-$1B,811.2,2,15,funding_liquidity; weak_profitability,9.966,0.393,0.57,0.059,102.012,0.522,0.139,6.146,40885,0.015
Credit Union,9071,Direct,Needham,MA,02494,"50 Cabot St, Po Box 9123",$250M-$1B,794.7,2,15,funding_liquidity; weak_profitability,11.364,0.618,0.36,0.307,114.075,0.369,0.104,4.531,23736,0.008
Credit Union,66597,Polish National,Chicopee,MA,01020,923 Front Street,$250M-$1B,776.9,3,20,excess_capital; funding_liquidity; capital_building,13.581,0.85,0.172,-0.086,104.364,1.043,0.329,6.532,28682,0.026
Credit Union,65722,Freedom Northwest,Kamiah,ID,83536,Po Box 68,$250M-$1B,693.1,4,36,excess_capital; funding_liquidity; growth_accelerating; capital_building,13.403,0.839,0.606,0.051,115.741,4.912,0.986,3.227,13148,0.097
Credit Union,62604,Boeing Employees,Tukwila,WA,98168,12770 Gateway Dr S,$3B+,29622.8,2,20,weak_efficiency; capital_building,12.573,0.793,0.419,1.407,78.654,1.163,0.243,7.023,1594258,0.024
Credit Union,66703,Wescom Central,Pasadena,CA,91101,123 S Marengo Ave,$3B+,6600.3,1,15,weak_efficiency,7.905,0.024,0.426,0.771,80.69,0.938,0.166,7.069,264807,0.014
Credit Union,948,Nusenda,Albuquerque,NM,87198,Po Box 8530,$3B+,5020.8,2,31,weak_efficiency; credit_turning,9.028,0.142,0.786,1.201,78.338,1.526,0.379,7.583,299021,0.048
Credit Union,68730,Arizona Financial,Phoenix,AZ,85082,Po Box 60070,$3B+,3931.8,2,31,weak_efficiency; growth_accelerating,11.82,0.698,0.386,0.948,61.507,1.326,0.266,8.143,182056,0.078
Credit Union,9976,Grow Financial,Tampa,FL,33605,1242 E 5Th Ave Fl 4,$3B+,3916.1,2,20,weak_efficiency; capital_building,11.228,0.615,0.604,1.946,92.458,1.474,0.343,6.982,301785,0.036
Credit Union,68565,Elevations,Boulder,CO,80301,Po Box 9004,$3B+,3524.1,2,20,weak_efficiency; capital_building,11.726,0.686,0.486,0.22,99.64,1.993,0.58,8.074,181287,0.041
Credit Union,24438,Allegacy Financial,Winston Salem,NC,27114,Po Box 26043,$1B-$3B,2591.2,3,36,weak_efficiency; credit_turning; capital_building,11.439,0.606,0.649,0.432,93.587,2.191,0.771,9.502,187784,0.069
Credit Union,9007,Clearview,Moon Township,PA,15108,8805 University Blvd.,$1B-$3B,2180.3,3,36,weak_efficiency; credit_turning; capital_building,11.177,0.558,0.693,1.239,80.382,1.582,0.523,8.367,141031,0.012
Credit Union,64880,Community Choice,Farmington Hill,MI,48334-2502,31155 Northwestern Hwy,$1B-$3B,2115.9,3,47,weak_efficiency; growth_accelerating; credit_turning,9.516,0.203,0.752,1.242,87.308,2.708,0.884,8.449,115511,0.089
Credit Union,63004,Honor,Berrien Springs,MI,49103,8385 Edgewood Road,$1B-$3B,1883.5,3,36,weak_efficiency; credit_turning; capital_building,12.159,0.677,0.921,1.085,84.824,1.733,0.6,9.397,105352,0.052
Credit Union,62562,Credit Union One,Ferndale,MI,48220-1774,400 E. Nine Mile Road,$1B-$3B,1813.1,2,20,weak_efficiency; capital_building,11.288,0.574,0.418,0.632,82.489,2.366,0.819,8.251,107597,0.035
Credit Union,24808,Skyla,Charlotte,NC,28209,"3700 South Blvd, Suite 400",$1B-$3B,1665.1,2,31,weak_efficiency; credit_turning,9.606,0.21,1.315,1.572,93.008,1.122,0.287,8.865,113123,0.031
Credit Union,61755,Frankenmuth,Frankenmuth,MI,48734,Po Box 209,$1B-$3B,1586.7,2,31,weak_efficiency; credit_turning,10.018,0.303,1.189,0.859,82.269,2.687,0.881,9.066,78652,0.071
Credit Union,68605,First Service,Houston,TX,77094,Po Box 941914,$1B-$3B,1497.8,2,31,weak_efficiency; credit_turning,10.935,0.513,0.624,1.68,93.23,0.972,0.223,8.593,108888,0.054
Credit Union,63057,Listerhill,Sheffield,AL,35660,P.O. Box 566,$1B-$3B,1473.6,3,36,weak_efficiency; credit_turning; capital_building,11.058,0.539,0.62,0.632,83.272,1.5,0.477,8.762,91900,0.031
Credit Union,68421,Credit Union West,Glendale,AZ,85312,Po Box 7600,$1B-$3B,1452.8,1,15,weak_efficiency,10.498,0.406,0.382,1.884,93.985,1.157,0.31,7.987,99715,0.096
Credit Union,17623,Honda,Torrance,CA,90502-1368,19701 Hamilton Ave Ste 130,$1B-$3B,1197.4,1,15,weak_efficiency,9.287,0.148,0.342,0.457,89.979,0.841,0.187,8.17,60444,0.011
Credit Union,68628,Family Savings,Rainbow City,AL,35906-5932,205 Rescia Ave,$1B-$3B,1176.4,2,31,weak_efficiency; credit_turning,8.86,0.09,1.031,0.76,96.877,1.307,0.381,10.218,78572,0.037
Credit Union,66349,Salal,Seattle,WA,98115-2199,9706 4Th Ave Ne Ste 400,$1B-$3B,1161.3,2,31,weak_efficiency; credit_turning,9.185,0.139,0.596,1.491,93.751,1.121,0.284,9.42,63475,-0.0
Credit Union,24312,North Country,Burlington,VT,05406-4709,Po Box 64709,$1B-$3B,1135.9,1,15,weak_efficiency,9.724,0.232,1.087,0.866,91.254,1.642,0.565,7.933,79521,0.074
Credit Union,14676,Peach State,Lawrenceville,GA,30043-5883,1505 Lakes Pkwy Ste 100,$1B-$3B,1119.9,2,20,weak_efficiency; capital_building,9.05,0.106,0.324,0.612,74.928,1.608,0.535,8.218,76348,0.027
Credit Union,68643,Fivepoint,Nederland,TX,77627,3700 Skyline Dr,$1B-$3B,1116.5,1,15,weak_efficiency,8.783,0.081,0.759,1.51,88.543,0.904,0.206,8.879,58059,0.067
Credit Union,6885,People First,Allentown,PA,18101-2474,740 W Hamilton St Ste 300,$1B-$3B,1040.8,2,31,weak_efficiency; credit_turning,7.589,0.006,1.101,1.15,77.989,0.723,0.155,8.178,77902,0.08
Credit Union,16626,Heritage,Newburgh,IN,47630,8266 Bell Oaks Dr,$1B-$3B,1032.0,2,20,weak_efficiency; capital_building,12.347,0.706,0.333,0.628,83.953,1.86,0.677,8.297,64087,0.015
Credit Union,61447,Numark,Joliet,IL,60434,Po Box 2729,$250M-$1B,932.2,2,31,weak_efficiency; credit_turning,10.243,0.439,1.296,0.494,81.606,1.231,0.421,8.792,62044,0.069
Credit Union,68021,Community Resource,Baytown,TX,77522,Po Box 3181,$250M-$1B,929.5,1,15,weak_efficiency,11.022,0.579,0.466,0.962,88.868,2.881,0.893,10.342,58854,0.041
Credit Union,24742,Heritage Family,Rutland,VT,05701,26 Allen St,$250M-$1B,869.8,2,20,weak_efficiency; capital_building,12.079,0.721,0.86,1.182,85.875,1.99,0.675,9.22,54984,0.076
Credit Union,67927,Smart Financial,Houston,TX,77292,Po Box 920719,$250M-$1B,807.5,3,36,weak_efficiency; credit_turning; capital_building,11.84,0.682,1.163,1.075,83.655,2.403,0.818,8.801,58661,0.006
Credit Union,20258,Reliant Community,Sodus,NY,14551-0040,"10 Benton Pl, Po Box 40",$250M-$1B,788.4,1,15,weak_efficiency,9.568,0.293,0.363,0.451,76.495,1.808,0.607,8.704,49619,0.085
Credit Union,68683,Coosa Valley,Rome,GA,30165,2010 Redmond Cir Nw,$250M-$1B,765.9,1,15,weak_efficiency,9.206,0.236,0.615,1.05,89.407,2.164,0.714,9.459,51938,0.097
Credit Union,60583,University Of Illinois Community,Champaign,IL,61820,2201 S First St,$250M-$1B,765.5,3,36,weak_efficiency; credit_turning; capital_building,9.93,0.386,0.575,1.457,90.781,2.227,0.743,10.009,65320,0.089
Credit Union,63272,Granite State,Manchester,NH,03108,Po Box 6420,$250M-$1B,749.5,3,36,weak_efficiency; credit_turning; capital_building,9.876,0.368,0.49,0.805,78.62,2.222,0.739,9.267,53856,0.025
Credit Union,4015,Generations Community,San Antonio,TX,78279-1870,Po Box 791870,$250M-$1B,734.6,1,15,weak_efficiency,9.296,0.25,0.877,0.812,85.618,0.753,0.232,9.847,46880,-0.016
Credit Union,62881,Arizona Central,Phoenix,AZ,85061,Po Box 11650,$250M-$1B,733.4,2,31,weak_efficiency; credit_turning,8.794,0.157,0.965,1.072,94.455,1.022,0.314,8.6,46292,0.015
Credit Union,24945,Envista,Topeka,KS,66614-4528,3626 Sw Wanamaker Rd,$250M-$1B,693.4,1,15,weak_efficiency,10.769,0.546,0.313,0.867,90.922,2.114,0.704,9.227,49608,0.072
Credit Union,8554,First Financial Of Maryland,Sparks,MD,21152-9202,72 Loveton Cir,$1B-$3B,1432.4,3,26,excess_capital; weak_profitability; growth_accelerating,16.729,0.952,0.54,0.898,78.595,0.664,0.139,6.673,81365,0.082
Credit Union,11065,Security Service,San Antonio,TX,78269-1510,Po Box 691510,$3B+,14359.5,1,10,funding_liquidity,11.084,0.592,1.028,0.715,101.867,1.066,0.219,6.622,721020,0.024
Credit Union,60269,Greenstate,North Liberty,IA,52317,Po Box 800,$3B+,10946.9,2,26,funding_liquidity; credit_turning,9.025,0.136,1.241,0.879,107.729,1.078,0.225,5.218,359136,0.019
Credit Union,2099,Citadel,Exton,PA,19341,520 Eagleview Blvd,$3B+,6868.3,1,10,funding_liquidity,9.31,0.183,0.329,0.775,104.832,0.93,0.16,5.242,290591,0.075
Credit Union,62882,Navigant,Smithfield,RI,02917,1005 Douglas Pike,$3B+,4284.1,1,10,funding_liquidity,9.886,0.296,0.389,0.312,104.337,1.592,0.42,5.131,170520,0.075
Credit Union,67278,Coastal1,Pawtucket,RI,02861-2200,1200 Central Ave,$3B+,3491.7,1,10,funding_liquidity,10.631,0.462,0.217,0.123,108.528,1.458,0.337,3.592,145728,0.027
Credit Union,66731,Fox Communities,Appleton,WI,54913,2201 E Enterprise Ave,$3B+,3388.0,1,10,funding_liquidity,10.669,0.485,0.294,0.302,102.23,2.628,0.793,5.289,142543,0.075
Credit Union,17587,Usalliance,Rye,NY,10580,"411 Theodore Fremd Ave, Suite 350",$3B+,3353.4,1,10,funding_liquidity,8.271,0.047,0.836,0.641,115.963,1.332,0.272,3.746,195739,0.042
Credit Union,66865,Capital,Green Bay,WI,54306,Po Box 2526,$1B-$3B,2788.2,2,26,funding_liquidity; credit_turning,12.344,0.703,0.898,1.728,100.154,2.027,0.729,5.562,129276,0.026
Credit Union,68604,Magnifi Financial,Melrose,MN,56352,20 4Th Ave Se,$1B-$3B,2753.1,1,10,funding_liquidity,11.042,0.535,0.207,0.392,99.582,1.217,0.348,6.353,85513,0.096
Credit Union,67352,Jeanne D'arc,Lowell,MA,01854-3908,581 Merrimack St,$1B-$3B,2191.9,1,10,funding_liquidity,9.121,0.123,0.302,0.147,103.8,0.868,0.2,5.438,102484,-0.029
Credit Union,82794,Interra,Goshen,IN,46527-0727,Po Box 727,$1B-$3B,2069.3,1,10,funding_liquidity,9.132,0.132,0.16,0.186,105.161,1.61,0.542,6.995,90096,0.057
Credit Union,60062,Credit Union Of America,Wichita,KS,67201-7528,Po Box 47528,$1B-$3B,1850.5,1,10,funding_liquidity,12.691,0.739,0.639,1.105,100.052,2.449,0.845,7.076,107124,0.083
Credit Union,63829,ST. Mary's Bank,Manchester,NH,03102,200 Mcgregor St,$1B-$3B,1798.4,2,15,funding_liquidity; capital_building,9.961,0.294,0.305,0.275,100.261,1.97,0.716,6.545,104461,0.069
Credit Union,68353,Westmark,Idaho Falls,ID,83403,P.O. Box 2869,$1B-$3B,1655.9,2,26,funding_liquidity; growth_accelerating,7.963,0.026,0.302,1.1,104.321,0.922,0.21,6.22,84057,0.057
Credit Union,60103,First Community,Jamestown,ND,58402-2180,Po Box 2180,$1B-$3B,1526.9,2,26,funding_liquidity; growth_accelerating,12.335,0.694,0.611,0.109,100.18,1.694,0.577,5.752,46875,0.036
Credit Union,11316,Sandia Area,Albuquerque,NM,87185-0044,P.O. Box 18044,$1B-$3B,1426.0,1,10,funding_liquidity,11.438,0.603,0.15,0.509,99.807,2.422,0.835,4.68,71392,0.072
Credit Union,24223,Usf Federal Credit Union,Tampa,FL,33646-0017,Po Box 47989,$1B-$3B,1404.3,3,31,funding_liquidity; credit_turning; capital_building,10.621,0.442,0.768,1.792,101.138,0.722,0.152,6.956,80247,0.095
Credit Union,13,Efcu Financial,Baton Rouge,LA,70816-2218,3232 S Sherwood Forest Blvd,$1B-$3B,1291.3,1,10,funding_liquidity,9.718,0.229,0.381,0.626,102.27,1.814,0.645,5.295,73669,0.053
Credit Union,11111,Freedom First,Roanoke,VA,24019-3002,5240 Valleypark Dr,$1B-$3B,1256.9,1,10,funding_liquidity,10.564,0.435,0.483,0.326,106.458,1.105,0.274,7.067,63954,0.073
Credit Union,68735,Rave Financial,Beaumont,TX,77726,P.O. Box 12849,$1B-$3B,1225.8,2,26,funding_liquidity; growth_accelerating,12.819,0.755,0.574,1.064,104.27,1.39,0.423,7.759,87828,0.069
Credit Union,528,Utah First,Salt Lake City,UT,84111,200 E South Temple,$1B-$3B,1173.3,1,10,funding_liquidity,10.376,0.377,0.132,0.576,104.578,2.083,0.745,6.343,45913,0.084
Credit Union,62978,Ideal,Woodbury,MN,55125-9201,8499 Tamarack Rd,$1B-$3B,1068.6,1,10,funding_liquidity,10.822,0.49,0.785,1.204,99.494,1.123,0.29,7.033,48045,-0.016
Credit Union,67347,Brightstar,Fort Lauderdale,FL,33310-8966,Po Box 8966,$1B-$3B,1053.5,1,10,funding_liquidity,8.88,0.097,0.519,0.996,102.15,1.848,0.665,7.324,59988,0.095
Credit Union,66594,Greenwood,Warwick,RI,02886-3003,2700 Post Rd,$250M-$1B,957.3,1,10,funding_liquidity,9.676,0.314,0.478,0.465,100.158,2.107,0.7,4.665,59300,0.063
Credit Union,68748,Mid Oregon,Bend,OR,97701-7102,63088 18Th St,$250M-$1B,917.4,1,10,funding_liquidity,11.326,0.614,0.136,0.87,96.328,3.397,0.939,6.601,53382,
Credit Union,8218,Central One,Shrewsbury,MA,01545,714 Main St,$250M-$1B,872.1,2,26,funding_liquidity; credit_turning,9.724,0.336,0.682,0.284,96.641,1.181,0.396,6.347,39412,0.042
Credit Union,21930,Cinfed,Cincinnati,OH,45209,4801 Kennedy Avenue,$250M-$1B,863.2,3,31,funding_liquidity; growth_accelerating; capital_building,11.559,0.646,0.297,0.42,99.481,1.672,0.564,6.432,38852,0.076
Credit Union,11554,Family Trust,Rock Hill,SC,29731,Po Drawer 10233,$250M-$1B,805.4,2,15,funding_liquidity; capital_building,11.845,0.686,0.728,0.831,94.626,2.07,0.693,7.685,60145,0.057
Credit Union,66872,Kohler,Sheboygan,WI,53083-3329,5727 Superior Ave,$250M-$1B,776.4,2,15,funding_liquidity; capital_building,10.801,0.557,0.321,0.205,95.845,2.052,0.686,8.109,53417,0.037
Credit Union,63602,Corda,Cedar Rapids,IA,52402,3015 Blairs Ferry Rd Ne,$250M-$1B,776.3,3,42,funding_liquidity; growth_accelerating; credit_turning,9.536,0.282,0.658,0.912,111.203,1.335,0.454,6.703,27247,0.077
Credit Union,62031,Heartland,Hutchinson,KS,67504-1387,Po Box 1387,$250M-$1B,726.4,2,26,funding_liquidity; growth_accelerating,9.791,0.346,1.198,1.012,102.03,4.852,0.982,7.757,41350,0.089
Credit Union,340,Radifi,Jacksonville,FL,32232,Po Box 2357,$250M-$1B,715.2,2,26,funding_liquidity; growth_accelerating,9.581,0.296,0.447,1.337,98.005,1.203,0.407,7.303,41786,0.096
Credit Union,64203,Greater Iowa,Ames,IA,50010,1509 Baltimore Dr,$250M-$1B,715.1,3,31,funding_liquidity; credit_turning; capital_building,9.428,0.271,0.965,1.114,100.661,1.527,0.514,8.481,38111,0.055
Credit Union,68377,Mypoint,San Diego,CA,92123,9420 Farnham St,$250M-$1B,704.5,2,15,funding_liquidity; capital_building,8.547,0.121,0.266,0.219,105.107,0.603,0.175,6.595,28732,0.099
Credit Union,24780,Wasatch Peaks,Ogden,UT,84403-4304,4723 Harrison Blvd,$250M-$1B,658.4,2,26,funding_liquidity; growth_accelerating,10.571,0.504,0.1,0.25,101.093,1.585,0.536,6.06,32043,0.08
Credit Union,2551,Police & Fire,Philadelphia,PA,19107-2404,901 Arch St,$3B+,10229.3,2,10,excess_capital; capital_building,18.561,0.994,0.238,0.665,68.938,3.91,0.982,3.075,432372,0.047
Credit Union,68095,Eastman,Kingsport,TN,37662,P. O. Box 1989,$3B+,10171.4,2,10,excess_capital; capital_building,14.873,0.959,0.306,0.763,93.224,3.905,0.976,3.709,360016,0.069
Credit Union,5582,Bank Fund Staff,Washington,DC,20006,1725 I St Nw Ste 150,$3B+,7058.7,2,10,excess_capital; capital_building,13.643,0.882,0.424,0.171,62.826,2.048,0.609,3.42,105152,0.053
Credit Union,66642,Community First,Appleton,WI,54912-1487,Po Box 1487,$3B+,6839.3,2,10,excess_capital; capital_building,12.848,0.834,0.142,0.192,86.441,2.974,0.893,2.852,166721,0.098
Credit Union,4142,Kinecta,Manhattan Beach,CA,90266,1440 Rosecrans Ave,$3B+,6770.4,1,5,weak_profitability,8.684,0.083,0.459,0.997,94.568,0.65,0.101,4.902,225848,0.051
Credit Union,60520,Educational Employees,Fresno,CA,93755,P.O. Box 5242,$3B+,5365.3,3,26,excess_capital; growth_accelerating; capital_building,14.584,0.929,0.204,0.967,50.158,3.689,0.964,4.77,400296,0.075
Credit Union,8333,Tower,Laurel,MD,20725,Po Box 1280,$3B+,5002.8,2,10,excess_capital; capital_building,14.309,0.917,0.39,0.522,88.031,2.322,0.698,5.551,222073,0.06
Credit Union,68670,Robins Financial,Warner Robins,GA,31095-6849,Po Box 6849,$3B+,4972.2,2,10,excess_capital; capital_building,17.608,0.988,0.396,0.837,70.625,3.829,0.97,5.297,273627,0.056
Credit Union,7397,Ascend,Tullahoma,TN,37388,Po Box 1210,$3B+,4847.1,1,5,excess_capital,14.546,0.923,0.49,0.871,90.504,2.402,0.757,5.645,271555,0.058
Credit Union,5851,Sunward,Albuquerque,NM,87192-1040,P.O. Box 23040,$3B+,4597.2,1,5,weak_profitability,8.914,0.118,0.402,0.724,93.344,0.743,0.124,5.096,175688,0.061
Credit Union,5500,Northwest,Herndon,VA,20170,200 Spring St,$3B+,4564.5,3,26,weak_profitability; growth_accelerating; capital_building,11.842,0.71,0.389,0.454,87.425,0.733,0.118,6.497,266304,0.077
Credit Union,68383,Technology,San Jose,CA,95131-2018,2010 N 1St St,$3B+,4538.3,1,5,weak_profitability,11.321,0.645,0.573,1.538,93.168,0.214,0.036,4.387,172314,-0.007
Credit Union,66448,Educators,Racine,WI,53408-1040,P O Box 081040,$3B+,3985.6,3,26,excess_capital; credit_turning; capital_building,13.915,0.899,0.969,0.832,76.605,2.789,0.834,6.44,232579,0.097
Credit Union,62728,Southern Energy,Birmingham,AL,35203,750 17Th St N,$3B+,3598.1,2,10,excess_capital; capital_building,14.588,0.935,0.228,0.253,29.8,0.925,0.154,2.013,90996,0.006
Credit Union,64049,Dupaco Community,Dubuque,IA,52004-0179,Po Box 179,$3B+,3545.3,2,21,excess_capital; credit_turning,13.325,0.864,0.767,0.684,85.984,2.239,0.645,6.626,182155,-0.014
Credit Union,66364,Metro,Chelsea,MA,02150-1608,200 Revere Beach Pkwy,$3B+,3303.3,1,5,weak_profitability,9.183,0.16,0.622,0.308,99.63,0.7,0.112,4.511,218846,0.009
Credit Union,9788,Eglin,Fort Walton Bea,FL,32547-2530,838 Eglin Pkwy Ne,$3B+,3094.6,2,10,excess_capital; capital_building,13.063,0.846,0.35,0.941,34.876,2.345,0.734,4.5,121815,0.046
Credit Union,7000,Abound,Radcliff,KY,40159-0900,P.O. Box 900,$1B-$3B,2760.5,1,5,excess_capital,15.846,0.935,0.81,1.236,87.525,2.062,0.742,4.618,118683,0.094
Credit Union,68186,Columbia Community,Vancouver,WA,98666,P.O. Box 324,$1B-$3B,2592.3,3,26,excess_capital; credit_turning; capital_building,13.285,0.81,0.927,1.162,91.366,2.553,0.865,5.343,121930,0.043
Credit Union,4584,Austin Telco,Austin,TX,78759,11149 Research Blvd,$1B-$3B,2537.3,2,10,excess_capital; capital_building,14.041,0.881,0.355,0.517,87.95,1.191,0.329,4.506,94219,-0.003
Credit Union,67389,Center Parc,Atlanta,GA,30354,400 Porsche Avenue,$1B-$3B,2418.3,2,21,excess_capital; credit_turning,13.832,0.868,1.033,1.292,91.647,0.958,0.219,5.803,127515,-0.019
Credit Union,24802,Self-help,Durham,NC,27701,301 W Main Street,$1B-$3B,2409.5,3,26,excess_capital; growth_accelerating; capital_building,25.177,1.0,1.015,0.345,90.669,0.733,0.158,6.617,146774,0.058
Credit Union,68575,Max,Montgomery,AL,36124-4040,P.O. Box 244040,$1B-$3B,2379.3,2,10,excess_capital; capital_building,14.519,0.894,0.678,0.893,56.242,3.194,0.948,5.602,132648,0.057
Credit Union,68373,First Entertainment,Hollywood,CA,90068,6735 Forest Lawn Dr,$1B-$3B,2115.0,2,10,weak_profitability; capital_building,10.141,0.335,0.706,1.124,83.281,0.211,0.052,6.389,83732,-0.004
Credit Union,68394,Meriwest,San Jose,CA,95153-5353,P O Box 530953,$1B-$3B,2111.4,2,21,weak_profitability; credit_turning,9.123,0.126,0.811,1.287,93.354,0.226,0.058,5.431,75484,0.004
Credit Union,6681,Caltech Employees,La Canada,CA,91012,P.O. Box 11001,$1B-$3B,2096.4,1,5,weak_profitability,10.081,0.319,0.023,0.118,44.683,0.256,0.065,2.004,31491,-0.009
Credit Union,10754,Tyndall,Panama City,FL,32412,Po Box 59760,$1B-$3B,1921.2,2,10,excess_capital; capital_building,13.613,0.845,0.263,0.505,59.582,2.822,0.903,4.861,101178,-0.01
Credit Union,176,Educational,Miami,FL,33183-3825,7800 Sw 117Th Ave,$1B-$3B,1844.0,2,21,excess_capital; credit_turning,15.45,0.906,0.61,0.983,73.012,1.972,0.719,6.509,122426,0.057
Credit Union,2191,Fibre,Longview,WA,98632,P.O.Box 1234,$1B-$3B,1825.0,3,26,excess_capital; credit_turning; capital_building,13.652,0.848,0.962,0.972,82.085,1.857,0.674,7.518,120991,0.053
Credit Union,63440,Unitus Community,Tigard,OR,97224,7632 Sw Durham Rd,$1B-$3B,1809.6,1,5,weak_profitability,9.856,0.265,0.426,0.861,86.296,0.502,0.087,7.319,107990,0.056
Credit Union,82791,Beacon,Wabash,IN,46992,586 S Wabash St,$1B-$3B,1764.4,2,21,excess_capital; growth_accelerating,13.518,0.839,0.473,0.024,89.089,1.367,0.406,5.58,54434,0.027
Credit Union,24235,Operating Engineers Local Union #3,Livermore,CA,94551,P O Box 5073,$1B-$3B,1689.4,2,10,excess_capital; capital_building,15.482,0.913,0.595,0.665,60.264,3.555,0.971,5.864,123532,0.072
Credit Union,1454,Merck Employees,Rahway,NJ,07065-4607,126 E Lincoln Ave,$1B-$3B,1685.4,2,10,excess_capital; capital_building,15.45,0.91,0.295,0.027,18.317,1.539,0.5,1.013,23652,-0.08
Credit Union,65299,Keypoint,San Jose,CA,95131-1730,2150 Trade Zone Blvd,$1B-$3B,1654.3,1,5,weak_profitability,9.064,0.11,0.365,1.101,98.378,0.59,0.116,5.899,55581,0.036
Credit Union,5029,Red River Employees,Texarkana,TX,75505,Po Box 5909,$1B-$3B,1582.5,2,10,excess_capital; capital_building,13.862,0.871,0.936,1.301,89.547,2.32,0.81,7.296,126191,0.035
Credit Union,68322,Beginnings,Ithaca,NY,14850,1030 Craft Road,$1B-$3B,1538.8,2,10,excess_capital; capital_building,14.01,0.877,0.694,0.789,82.28,1.453,0.455,7.13,77622,0.071
Credit Union,13828,Allsouth,Columbia,SC,29201-2002,730 Elmwood Ave,$1B-$3B,1513.3,2,10,excess_capital; capital_building,19.604,0.977,0.413,0.851,65.372,3.453,0.958,6.829,119585,0.062
Credit Union,64896,Utilities Employees,Reading,PA,19612,P.O. Box 14864,$1B-$3B,1508.2,2,21,excess_capital; credit_turning,15.726,0.929,1.26,0.367,63.464,1.086,0.265,4.179,64317,0.016
Credit Union,68613,One Nevada,Las Vegas,NV,89121-1238,2645 S Mojave Rd,$1B-$3B,1502.7,2,10,excess_capital; capital_building,16.732,0.955,0.305,1.716,50.276,2.871,0.919,6.731,74555,-0.017
Credit Union,24748,Mayo Employees,Rochester,MN,55902,130 23Rd Ave Sw,$1B-$3B,1500.0,3,26,excess_capital; growth_accelerating; capital_building,14.898,0.9,0.05,0.043,55.325,3.593,0.977,3.699,76378,0.053
Credit Union,60275,Freedom,Warminster,PA,18974-4862,"626 Jacksonville Rd, Ste 250",$1B-$3B,1499.8,2,10,excess_capital; capital_building,13.365,0.823,0.814,1.372,59.92,1.922,0.69,4.021,60172,0.044
Credit Union,24899,Weokie,Oklahoma City,OK,73126,Box 26090,$1B-$3B,1499.0,3,26,excess_capital; credit_turning; capital_building,13.447,0.829,0.64,1.045,98.603,1.643,0.568,6.179,69632,0.033
Credit Union,1472,Palmetto Citizens,Columbia,SC,29250,P.O. Box 5846,$1B-$3B,1496.7,2,10,excess_capital; capital_building,13.48,0.835,1.11,1.596,69.315,2.972,0.929,7.68,87082,0.065
Credit Union,67761,East Texas Professional,Longview,TX,75608,Po Box 6750,$1B-$3B,1446.4,3,26,excess_capital; growth_accelerating; capital_building,19.391,0.974,0.411,0.77,84.927,3.563,0.974,5.715,104455,0.073
Credit Union,9229,Neighbors,Baton Rouge,LA,70821,Po Box 2831,$1B-$3B,1409.0,3,26,weak_profitability; credit_turning; capital_building,11.071,0.548,1.249,1.781,94.814,0.599,0.119,7.789,81187,0.056
Credit Union,24553,Los Angeles Police,Van Nuys,CA,91406,16150 Sherman Way,$1B-$3B,1387.4,1,5,weak_profitability,11.321,0.587,0.514,1.142,60.624,0.543,0.094,6.789,49395,0.035
Credit Union,68413,Pacific Service,Concord,CA,94520,"1355 Willow Way, Ste 200",$1B-$3B,1326.7,3,26,excess_capital; credit_turning; capital_building,15.544,0.916,0.346,1.169,90.556,1.517,0.494,7.066,70615,0.002
Credit Union,5648,Gulf Coast Educators,Pasadena,TX,77505,5953 Fairmont Pkwy,$1B-$3B,1268.5,3,26,excess_capital; credit_turning; capital_building,15.705,0.926,0.901,1.331,81.855,1.821,0.655,6.615,61167,0.034
Credit Union,61598,Safe 1,Bakersfield,CA,93311,1400 Mill Rock Way,$1B-$3B,1161.4,2,10,excess_capital; capital_building,16.029,0.939,0.372,0.797,92.424,3.478,0.961,5.155,90340,0.08
